gene_accession,CRA08u_t2_M_BC,CRA10e_t2_M_BC,CRA06u_t2_M_BC,CRA07u_t2_M_BC,CRA06e_t2_M_BC,CRA10u_t2_M_BC,CRA08e_t2_M_BC,CRA09u_t2_M_BC,CRA07e_t2_M_BC,CRA09e_t2_M_BC
MEG_8450/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,34,9,46,0,31,27,32
MEG_7817/Biocides/Paraquat_resistance/Paraquat_efflux_pump/YDDG,26,0,0,0,0,0,0,0,0,0
MEG_845/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,2,0,0,0,0
MEG_999/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT6,12,0,0,0,0,0,0,0,0,0
MEG_886/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,1,0,0,0,2,0,0,0,0
MEG_6816/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,2
MEG_2724/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRB,11,0,33,0,0,16,10,54,60,6
MEG_5814/Metals/Arsenic_resistance/Arsenic_resistance_protein/PSTB,76,0,122,0,18,65,24,67,125,35
MEG_7200/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETS,0,0,0,10,0,0,6,0,0,26
MEG_7315/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,143,152,156,166,193,222,140,133,151,184
MEG_2723/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRASM,0,0,30,0,0,0,0,0,0,0
MEG_2720/Biocides/Multi_biocide_resistance/Multi_biocide_MATE_efflux_pump/EMMDR,35,0,95,0,6,30,0,0,48,30
MEG_6899/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_2678/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBA,2,0,0,0,0,0,0,0,0,0
MEG_7553/Drugs/Glycopeptides/VanA_type_resistance_protein/VANXA,0,0,0,8,0,0,0,0,0,0
MEG_7029/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,0,2,9,0,0,0,0
MEG_8249/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,11807,10566,14173,14185,11326,21432,10919,11893,12517,13277
MEG_2061/Metals/Copper_resistance/Copper_resistance_protein/COPK,0,0,0,0,0,26,0,4,0,0
MEG_5767/Drugs/betalactams/Class_A_betalactamases/PER,0,0,0,44,0,0,0,0,0,0
MEG_6916/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,2,0,0,0,0,0
MEG_3196/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,148,28,0,0,0
MEG_5383/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,22,0,9,33,0,33,17,20
MEG_5363/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,22,0,9,32,0,16,0,7
MEG_2848/Drugs/MLS/23S_rRNA_methyltransferases/ERMT,6,89,0,53,28,54,31,59,125,95
MEG_7813/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/YCHH,10,0,10,0,0,14,0,0,4,2
MEG_3020/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSE,0,4,0,0,0,0,0,0,0,0
MEG_7211/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,2,32,22,12,11,33,6,5,18,22
MEG_6906/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,2
MEG_6897/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,1,0,0,0,0,0
MEG_8634/Drugs/Lipopeptides/Colistin_resistant_mutant/PMRAR/RequiresSNPConfirmation,0,0,0,0,0,13,1,20,0,0
MEG_6931/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,8,0,0,0,2,2
MEG_6636/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,16,15,8,11,19,68,24,26,7,4
MEG_3626/Drugs/Lipopeptides/Colistin_resistant_mutant/LPXA/RequiresSNPConfirmation,5,8,3,0,0,0,3,5,0,0
MEG_1194/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/BAES,42,0,72,0,0,52,0,0,53,21
MEG_7822/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/YFEA,0,15,20,18,0,20,14,18,0,0
MEG_4282/Drugs/betalactams/Mutant_porin_proteins/OMP36/RequiresSNPConfirmation,4,0,9,0,0,0,0,0,14,10
MEG_6756/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,2,0,0,0
MEG_6940/Drugs/betalactams/Class_A_betalactamases/TEM,0,6,0,0,8,0,2,0,4,0
MEG_2672/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBA,0,0,2,0,0,0,0,0,0,0
MEG_5393/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,13,0,26,0,0,0,5,17,25,28
MEG_8287/Drugs/betalactams/Mutant_porin_proteins/OMP36/RequiresSNPConfirmation,5,0,8,0,0,0,0,16,47,3
MEG_1280/Drugs/betalactams/Class_C_betalactamases/BLAEC,0,0,0,0,0,5,0,0,0,0
MEG_784/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,3,0,0,0,0
MEG_3006/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSB,0,0,0,22,0,0,0,0,0,0
MEG_798/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,2,0,0,0,0
MEG_6535/Biocides/Multi_biocide_resistance/Multi_biocide_ABC_efflux_pump/SMRA,0,0,0,0,0,0,0,0,0,3
MEG_2449/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_pumps/CUSC,0,0,0,0,0,30,0,0,0,0
MEG_3751/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MDTE,0,0,0,0,0,43,0,0,0,0
MEG_1181/Biocides/Acid_resistance/Acid_resistance_protein/ASR,0,0,12,10,0,23,0,3,14,4
MEG_968/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,1,0,2,0,31,0,0,0,7
MEG_6783/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_6087/Drugs/Rifampin/Rifampin_phosphotransferase/RPH,0,0,0,43,0,141,0,42,74,72
MEG_3978/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1163,679,1192,1537,943,1037,587,490,674,559
MEG_7120/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,5,9,7,13,11,10,3,6,7,5
MEG_2900/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/FETB,0,0,20,0,0,19,11,0,0,0
MEG_3282/Drugs/betalactams/Class_A_betalactamases/HUGA,0,0,0,0,0,40,0,0,0,0
MEG_6686/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,2
MEG_7116/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,11,61,26,30,31,38,8,23,66,44
MEG_6787/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_938/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,2,0,0,0,0
MEG_1179/Drugs/Multi_drug_resistance/Multi_drug_RND_efflux_regulator/ASMA,0,0,18,0,0,0,0,0,0,0
MEG_5323/Drugs/Pleuromutilin/Pleuromutilin_resistant_23S_rRNA_mutation/P23S/RequiresSNPConfirmation,141,33,51,41,0,70,0,0,53,43
MEG_3993/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,161,322,481,337,336,392,215,193,322,302
MEG_7902/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,0,0,10,0
MEG_2434/Drugs/betalactams/Class_A_betalactamases/CTX,421,578,559,575,570,853,421,407,550,994
MEG_7080/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETG,16,0,24,0,0,0,0,0,0,0
MEG_6499/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_pumps/SILA,0,0,32,0,0,0,22,0,0,0
MEG_2121/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,24,10,42,0,0,60,12,56,12,7
MEG_6918/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,2,4,0,4,0,8,0
MEG_7221/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,4,0,0,0,0,0,0,0,4
MEG_5388/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,57,76,0,55,36,131,0,74,23,25
MEG_1216/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/BCRCM,14,4,0,0,0,12,10,0,0,0
MEG_2887/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/FARR,4,0,0,0,0,0,0,0,0,0
MEG_6766/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,2,0
MEG_7855/Metals/Zinc_resistance/Zinc_resistance_protein/ZNUA,11,0,22,0,0,6,2,28,46,7
MEG_6513/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/SITA,8,0,23,0,0,0,0,0,26,3
MEG_7218/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,4,6,4,4,4,2,0,7,2
MEG_2867/Biocides/Acid_resistance/Acid_resistance_regulator/EVGA,0,0,0,0,0,10,0,2,0,0
MEG_6925/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,12,2,0,0,4,1
MEG_3246/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,109,137,106,114,88,250,68,113,121,112
MEG_7863/Metals/Multi_metal_resistance/Multi_metal_resistance_regulator/ZRAS,0,0,0,0,0,3,0,0,0,0
MEG_8035/Drugs/Lipopeptides/Colistin_phosphoethanolamine_transferase/CPRR,14,0,0,0,0,30,0,0,0,0
MEG_3184/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,178,151,207,172,122,247,138,169,130,177
MEG_502/Metals/Tellurium_resistance/Tellurium_resistance_protein/ACTP1,0,0,22,0,0,0,0,0,0,0
MEG_7402/Drugs/Glycopeptides/VanA_type_resistance_protein/VANHA,0,0,0,24,0,0,0,0,6,0
MEG_3209/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,48,58,89,57,113,109,58,66,60,0
MEG_3933/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/MEXT/RequiresSNPConfirmation,0,0,0,0,0,0,0,6,0,0
MEG_7174/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,10,2,0,0,8,0,4,0,2
MEG_8651/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACL,0,2,0,0,0,34,0,0,0,12
MEG_1614/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,3,0,0,0,0,0,0,0
MEG_2946/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,217,137,241,217,158,313,241,223,171,146
MEG_3178/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,27,0,0,40,0,0,10,9
