gene_accession,COR03u_t2_M_ON,COR02e_t2_M_ON,COR01u_t2_M_ON,COR01e_t2_M_ON,COR05e_t2_M_ON,COR04e_t2_M_ON,COR03e_t2_M_ON,COR05u_t2_M_ON,COR04u_t2_M_ON,COR02u_t2_M_ON
MEG_9/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,1333,3290,1001,1812,1034,1404,2282,1848,894,4032
MEG_792/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,1,0,0,0,0,0,0
MEG_8095/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSY,0,0,0,0,0,0,0,6,0,0
MEG_1134/Drugs/Rifampin/Rifampin_ADP_ribosyltransferase_Arr/ARR,0,0,0,0,0,0,0,0,6,0
MEG_3175/Drugs/Lipopeptides/Daptomycin_resistant_mutant/GSHF/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,94,0
MEG_1019/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,40,167,33,124,14,44,41,13,22,173
MEG_4067/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRA,0,0,0,0,0,0,0,0,32,0
MEG_1004/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT9,0,0,0,0,0,86,0,104,106,0
MEG_2080/Metals/Copper_resistance/Copper_resistance_regulator/COPY,0,0,0,0,0,0,0,34,0,0
MEG_846/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,1,0,0,0,0,0,0
MEG_2445/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/CUID,0,0,0,0,0,0,22,0,0,0
MEG_6608/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,2,1,4,0,0,0,0,0,0
MEG_1685/Drugs/Multi_drug_resistance/MDR_23S_ribosomal_RNA_methyltransferase/CFRC,0,0,0,0,0,68,0,44,44,0
MEG_3838/Metals/Mercury_resistance/Mercury_resistance_protein/MERA,0,0,0,0,0,28,0,0,94,0
MEG_3622/Biocides/Acetate_resistance/Acetate_resistance_protein/LPDT,0,0,0,0,0,0,77,9,18,0
MEG_3176/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,46,0,0,108,0
MEG_854/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,3,0,0,2,0,0,0
MEG_5748/Drugs/betalactams/Class_B_betalactamases/PEDO,0,0,0,0,12,0,0,0,0,0
MEG_6682/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,1,0,0,0,0,0,0
MEG_1178/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARST,0,24,0,0,0,0,0,0,0,0
MEG_294/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,8,0,0,0,0,0
MEG_6941/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,1,0,0,0,0,0,0
MEG_3881/Metals/Mercury_resistance/Mercury_resistance_regulator/MERR,0,0,0,0,0,0,0,14,0,0
MEG_3610/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUC,0,0,0,0,0,8,0,0,6,0
MEG_2479/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_pumps/CZRA,48,120,0,0,0,0,0,0,0,0
MEG_3621/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUP,0,80,194,0,0,10,0,74,64,142
MEG_7319/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,203,647,140,93,140,227,391,230,162,628
MEG_7279/Metals/Multi_metal_resistance/Multi_metal_ABC_efflux_pumps/TROB,0,0,0,0,0,0,0,20,0,0
MEG_4275/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/OLEB,49,0,0,0,0,0,0,0,0,0
MEG_8249/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,9855,33097,8426,17028,10572,14470,11839,12179,8287,36818
MEG_1099/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH9,0,162,0,0,80,32,0,128,90,242
MEG_6514/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/SITB,0,18,24,0,0,0,0,0,0,0
MEG_6692/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,1,0,0,0,0,0,0
MEG_1118/Drugs/Multi_drug_resistance/MDR_regulator/ARLS,0,0,0,0,0,28,0,50,24,0
MEG_2577/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRE,0,0,0,0,0,0,0,0,24,0
MEG_7029/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,4,14,0,0,2,6,0,0,0
MEG_5854/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACL,0,0,0,0,0,0,0,0,20,0
MEG_7390/Drugs/Glycopeptides/VanE_type_resistance_protein/VANE,0,0,0,0,0,0,0,0,34,0
MEG_8448/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,52,0,0,0,0,0,0,0,0
MEG_7263/Biocides/Multi_biocide_resistance/Multi_biocide_RND_efflux_pump/TOLC,0,0,0,0,0,0,7,8,0,0
MEG_4576/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,8,0,0,10,0
MEG_7214/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,51,244,53,167,61,89,103,88,23,314
MEG_4286/Drugs/Multi_drug_resistance/MDR_mutant_porin_proteins/OMPF/RequiresSNPConfirmation,0,0,0,0,0,0,22,0,0,0
MEG_7077/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETG,0,35,45,0,0,0,0,0,0,0
MEG_8/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,3456,1766,3100,959,3103,3667,1185,4367,4075,3812
MEG_75/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,0,0,28,0
MEG_6914/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_3742/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_MFS_efflux_pumps/MDRL,0,0,0,0,0,0,0,0,22,0
MEG_7795/Biocides/Multi_biocide_resistance/Multi_biocide_RND_efflux_pump/VMEP,0,0,0,0,0,0,0,0,26,0
MEG_7098/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETL,94,57,76,13,32,16,9,14,172,8
MEG_2787/Drugs/MLS/23S_rRNA_methyltransferases/ERMA,0,32,0,0,0,68,0,8,20,0
MEG_7210/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,59,254,71,134,52,55,99,90,30,304
MEG_7040/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,134,503,125,360,146,204,174,173,86,623
MEG_8634/Drugs/Lipopeptides/Colistin_resistant_mutant/PMRAR/RequiresSNPConfirmation,0,0,0,0,1,0,0,0,0,0
MEG_2548/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,0,0,0,8,0
MEG_4292/Drugs/Multi_drug_resistance/Multi_drug_RND_efflux_pumps/OPMB,0,64,0,0,0,0,0,0,0,0
MEG_3070/Drugs/Fusidic_acid/Ribosomal_zinc_binding_protein/FUSD,0,0,0,0,0,0,0,0,20,0
MEG_1084/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH6,20,152,27,64,13,25,35,14,18,125
MEG_2799/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,15,40,6,47,3,3,33,7,6,22
MEG_7231/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,12,3,41,0,8,11,15,5,38
MEG_5829/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACEDELTA1,0,0,0,3,0,0,0,0,0,0
MEG_7203/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETT,0,0,0,0,0,190,0,196,544,0
MEG_4110/Drugs/Multi_drug_resistance/Multi_drug_RND_efflux_regulator/NALD/RequiresSNPConfirmation,0,0,0,0,0,0,0,12,0,0
MEG_2096/Metals/Cobalt_resistance/Cobalt_transporting_ATPase/CORT,0,0,0,0,0,0,0,0,54,0
MEG_7106/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,48,127,39,190,36,26,86,53,22,131
MEG_949/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,19,0,0,7,0,0,0
MEG_8719/Drugs/Tetracyclines/Tetracycline_inactivation_enzymes/TETX,0,0,0,0,0,0,0,30,54,0
MEG_3188/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,110,200,90,0,0,111,81,91,56,345
MEG_3737/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDFA,0,0,0,0,0,0,7,0,0,0
MEG_6635/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,0,4,0,7,0,0,0,0,0,0
MEG_3073/Drugs/Fusidic_acid/Fusidic_acid_esterases/FUSF,0,0,0,0,0,0,0,14,18,44
MEG_7480/Drugs/Glycopeptides/VanE_type_regulator/VANRE,0,0,56,0,28,70,0,52,76,0
MEG_4172/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKD,0,0,0,0,0,0,4,0,0,0
MEG_2497/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,2,0,0,0,0,0,0
MEG_8739/Drugs/betalactams/Class_B_betalactamases/VMB,0,0,0,0,16,0,0,52,84,0
MEG_6176/Drugs/Multi_drug_resistance/Multi_drug_RND_efflux_pumps/SDIA,0,0,0,0,0,0,0,82,0,0
MEG_5360/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,79,183,54,0,0,111,0,133,64,262
MEG_7082/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETH,192,173,69,564,77,37,23,75,38,162
MEG_8251/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1210,2537,890,2435,531,1505,777,801,503,5329
MEG_6159/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,0,0,0,0,0,14,0,0,0
MEG_7111/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,148,331,97,316,104,90,241,158,79,505
MEG_843/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,3,0,0,0,0,0,0
MEG_6899/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,0,0,0,0,0,0,0
MEG_6834/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,1,0,0,0,0,0,0
MEG_1741/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/CMEC,0,0,0,0,0,0,0,0,44,0
MEG_1007/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT9,0,0,0,0,0,0,0,10,16,0
MEG_8077/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_pumps/EFRA,0,0,0,0,0,112,0,134,90,0
MEG_1539/Drugs/betalactams/Class_A_betalactamases/CARB,0,0,0,0,0,0,0,22,0,0
MEG_6154/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/RUVBM,9,0,0,0,0,0,0,9,0,0
MEG_1195/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/BAES,0,0,0,0,0,0,34,0,0,0
MEG_6095/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,0,0,0,0,104,0,91,84,0
MEG_4214/Drugs/Aminocoumarins/Aminocoumarin_efflux_pump/NOVA,0,142,0,0,0,0,0,0,0,234
MEG_1699/Drugs/betalactams/Class_A_betalactamases/CGA,0,0,0,0,0,0,0,0,24,0
MEG_2909/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/FIEF,0,0,0,0,0,0,19,0,53,0
MEG_334/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,0,8,0,0
MEG_8076/Drugs/betalactams/Class_B_betalactamases/EBR,0,0,0,0,0,0,0,12,32,0
MEG_6097/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,140,645,157,274,282,253,291,206,135,545
MEG_2132/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CRP,0,150,76,0,112,70,182,85,170,441
MEG_2017/Metals/Copper_resistance/Copper_resistance_regulator/COMR,0,0,0,0,0,0,20,6,4,0
MEG_4105/Drugs/betalactams/Class_B_betalactamases/MYO,0,0,0,0,0,26,0,38,46,0
MEG_7189/Drugs/Tetracyclines/Tetracycline_transcriptional_repressor/TETR/RequiresSNPConfirmation,0,12,0,0,0,0,0,0,0,0
MEG_7245/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETY,8,570,27,176,31,33,100,26,10,386
MEG_5747/Biocides/Multi_biocide_resistance/Multi_biocide_MATE_efflux_pump/PDRM,0,0,0,0,0,0,0,0,22,0
MEG_378/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/ABES,0,0,0,0,0,0,0,0,0,6
MEG_3748/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTB,0,0,0,0,0,0,60,0,17,0
MEG_8014/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATT,0,0,0,0,0,0,0,0,24,0
MEG_6575/Biocides/Multi_biocide_resistance/Multi_biocide_SMR_efflux_pump/SUGE,0,0,0,0,0,0,8,0,0,0
MEG_2899/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/FETB,0,0,0,0,0,0,38,14,30,0
MEG_6999/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET45,0,0,0,0,0,0,0,0,42,0
MEG_2690/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBB,0,0,0,0,0,0,4,0,0,0
MEG_6853/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,1,0,0,0,0,0,0
MEG_2715/Biocides/Multi_biocide_resistance/Multi_biocide_RND_efflux_pump/EMHA,22,0,0,0,0,0,0,0,0,0
MEG_1203/Drugs/betalactams/Class_B_betalactamases/BCII,0,0,0,0,8,0,0,20,0,0
MEG_3347/Drugs/betalactams/Class_B_betalactamases/IMP,0,0,0,0,0,0,0,8,0,0
MEG_3790/Drugs/betalactams/Penicillin_binding_protein/MECA,0,0,0,0,0,0,0,42,32,0
MEG_4843/Drugs/betalactams/Class_D_betalactamases/OXA,0,70,0,0,18,32,0,64,40,0
MEG_3186/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,76,0,0,0,46,0,0,0,0
MEG_7037/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,100,289,61,265,84,162,88,101,55,352
MEG_2725/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRB,0,0,0,0,0,0,26,30,12,0
MEG_1719/Drugs/betalactams/Class_A_betalactamases/CIA,0,0,0,0,0,0,0,0,10,0
MEG_152/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,8,0,0,18,0
MEG_3738/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDFA,0,0,0,0,0,0,9,0,0,0
MEG_3512/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/KPN,0,0,0,0,0,0,73,0,13,0
MEG_3061/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/FRNE,0,10,0,0,0,0,0,0,0,0
MEG_3381/Drugs/betalactams/Class_B_betalactamases/IMP,0,0,0,0,0,0,0,0,10,0
MEG_5146/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,4,0,0,0,0,0,0
MEG_2035/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/COPAM,0,0,0,0,0,0,0,0,50,178
MEG_2637/Drugs/Trimethoprim/Dihydrofolate_reductase/DHFR/RequiresSNPConfirmation,0,0,0,2,0,0,0,0,2,0
MEG_7139/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,28,68,7,114,19,12,28,33,11,70
MEG_2942/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,34,0,0,0,26,0,0,30,0
MEG_4792/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,20,54
MEG_8167/Drugs/betalactams/Class_B_betalactamases/IMP,0,0,0,0,0,10,0,0,0,0
MEG_1412/Drugs/betalactams/Class_A_betalactamases/BLAZ,0,0,0,0,0,0,0,0,34,0
MEG_8671/Drugs/MLS/Macrolide_resistant_50S_rRNA_mutation/RPLD/RequiresSNPConfirmation,161,575,138,102,150,260,128,180,101,766
MEG_4071/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRC,0,0,0,0,0,0,0,56,50,0
MEG_6147/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/RRSH/RequiresSNPConfirmation,3000,9345,2287,4453,2827,3641,3844,3499,1948,10145
MEG_8725/Drugs/Glycopeptides/VanR_type_regulator/VANRS,0,19,0,0,0,2,0,0,0,0
MEG_2058/Metals/Copper_resistance/Copper_resistance_protein/COPG,0,0,0,0,0,0,0,0,12,0
MEG_2482/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,1,0,0,0,0,0,0
MEG_954/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,2,0,0,0,0,0,0
MEG_2688/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBA,0,0,0,0,0,0,7,0,3,0
MEG_2884/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/FARA,0,0,0,0,0,0,0,0,20,0
MEG_7513/Drugs/Glycopeptides/VanG_type_regulator/VANSG,0,0,0,0,0,0,0,0,28,0
MEG_2984/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,0,0,0,0,4,0,0,0,0
MEG_5750/Drugs/betalactams/Class_B_betalactamases/PEDO,0,0,0,0,0,0,0,0,14,0
MEG_2087/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CORA,0,0,0,0,0,0,8,4,0,0
MEG_4008/Metals/Multi_metal_resistance/Multi_metal_ABC_efflux_pumps/MODC,0,0,0,0,0,0,11,0,0,0
MEG_1611/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,0,2,0,0,0,0,0,0
MEG_8660/Drugs/Aminoglycosides/Aminoglycoside_efflux_pumps/RANA,0,0,0,0,0,0,0,0,30,0
MEG_1207/Drugs/betalactams/Class_A_betalactamases/BCL,0,0,0,0,0,0,0,0,16,0
MEG_3178/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,18,0,0,0
MEG_796/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,2,0,0,0,0,0,0
MEG_7144/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,49,139,28,120,41,28,82,60,24,127
MEG_5383/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,118,0,0,0,36,38,36,28,116
MEG_5373/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,194,496,125,0,162,261,283,267,181,653
MEG_1700/Drugs/betalactams/Class_B_betalactamases/CGB,0,0,0,0,0,0,0,0,8,0
MEG_4066/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRA,0,0,0,0,0,50,0,0,56,0
MEG_6726/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_3213/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,78,0
MEG_8661/Drugs/Aminoglycosides/Aminoglycoside_efflux_pumps/RANB,0,0,0,0,0,0,0,0,30,0
MEG_6139/Drugs/Lipopeptides/Daptomycin_resistant_beta_subunit_of_RNA_polymerase_RpoC/RPOCL/RequiresSNPConfirmation,1914,6482,1462,2004,2060,2290,2832,2265,1463,7067
MEG_1579/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,0,6,0,11,16,8,22
MEG_6543/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODA,0,4,0,0,0,0,6,0,0,0
MEG_4980/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,8,0,0,0,0,0,0
MEG_8080/Drugs/Lipopeptides/Colistin_phosphoethanolamine_transferase/EPTB,0,0,0,0,0,0,62,11,0,0
MEG_120/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,0,0,14,0
MEG_2873/Biocides/Phenolic_compound_resistance/Triclosan_resistant_mutation/FABG/RequiresSNPConfirmation,0,146,0,0,14,18,84,56,24,178
MEG_3323/Drugs/betalactams/Class_B_betalactamases/IMP,0,0,0,0,0,0,14,0,0,0
MEG_3196/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,221,0,0,93,65,0,108,121,234
MEG_3778/Drugs/betalactams/Penicillin_binding_protein/MECA,0,0,0,0,0,0,0,0,28,0
MEG_2119/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,0,0,0,0,0,0,19,0,0,0
MEG_3980/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,643,1591,561,816,494,769,1120,843,453,2164
MEG_6746/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_7085/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETH,114,145,60,465,57,50,24,57,30,123
MEG_2891/Metals/Multi_metal_resistance/Multi_metal_ABC_efflux_pumps/FBPC,0,0,0,0,0,22,0,0,0,0
MEG_3589/Drugs/Lipopeptides/Daptomycin_resistant_mutant/LIAFSR/RequiresSNPConfirmation,0,0,0,0,64,110,0,0,138,480
MEG_7584/Drugs/Glycopeptides/VanC_type_resistance_protein/VANXYC,0,0,22,0,20,0,0,0,30,60
MEG_788/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,2,0,0,0,0,0,0
MEG_7265/Biocides/Multi_biocide_resistance/Multi_biocide_RND_efflux_pump/TOLC,0,2,4,0,2,2,2,0,0,2
MEG_3212/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,49,0,0,0
MEG_6654/Metals/Copper_resistance/Copper_resistance_protein/TCRZ,6,0,0,0,0,0,0,0,6,0
MEG_2727/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRCSM,0,0,0,0,0,0,0,0,10,0
MEG_7303/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,683,1911,340,604,395,632,1225,820,515,1776
MEG_4223/Drugs/Oxazolidinone/Oxazolidinone_resistant_23S_rRNA_mutation/O23S/RequiresSNPConfirmation,13031,34863,8261,20006,8262,11113,20910,16182,8345,40927
MEG_5325/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,34,0,0,0,0,0,0,0
MEG_7123/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,41,144,27,181,25,45,104,55,15,126
MEG_8272/Drugs/Metronidazole/nim_nitroimidazole_reductase/NIMK,6,0,0,0,0,16,0,0,16,0
MEG_8434/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,18,0
MEG_7130/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,34,130,26,160,20,28,69,24,20,101
MEG_7253/Drugs/betalactams/Class_A_betalactamases/TLA,0,0,0,0,0,0,0,0,12,0
MEG_7333/Drugs/Glycopeptides/VanA_type_resistance_protein/VAN/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,22,0
MEG_7257/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/TLRCM,83,0,0,0,0,0,160,0,0,327
MEG_7236/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,14,61,12,64,8,22,26,16,10,99
MEG_211/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,0,0,18,0
MEG_4068/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRA,0,0,0,0,24,38,0,0,0,86
MEG_2876/Biocides/Phenolic_compound_resistance/Phenolic_resistance_protein/FABK,0,90,0,0,34,20,0,32,0,0
MEG_1743/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/CMED,0,0,0,0,0,0,0,42,60,0
MEG_6669/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,0,0,0,0,0,0,0
MEG_1303/Drugs/betalactams/Penicillin_binding_protein_regulator/BLAR,0,0,0,0,0,0,0,0,62,0
MEG_3141/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/GLPF,0,0,0,0,0,0,17,0,0,0
MEG_7504/Drugs/Glycopeptides/VanD_type_regulator/VANSD,0,0,0,0,0,0,0,0,54,0
MEG_5032/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,7,0,0,0,0,0,0
MEG_12/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,275,491,269,181,230,322,456,371,201,747
MEG_8151/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,58,181,0,0,64,0,120,45,49,153
MEG_7159/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,28,2,26,5,3,9,4,0,34
MEG_5982/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRB,0,0,0,0,0,0,0,0,6,0
MEG_6622/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,53,65,34,145,24,32,13,19,20,125
MEG_503/Metals/Copper_resistance/Copper_resistance_protein/ACTPC,0,248,84,0,0,0,0,0,0,0
