gene_accession,CAC04u_t2_M_AB,CAC04e_t2_M_AB,CAC05u_t2_M_AB,CAC05e_t2_M_AB,CAC02u_t2_M_MB,CAC03u_t2_M_MB,CAC02e_t2_M_MB,CAC01u_t2_M_AB,CAC01e_t2_M_AB,CAC03e_t2_M_MB
MEG_7068/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETD,0,8,9,0,9,52,52,16,2,26
MEG_7128/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,25,14,33,16,151,86,63,23,70,52
MEG_136/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,6,0,0,0,0,0
MEG_968/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,1,0,0,0,0
MEG_3609/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUB,0,0,0,0,16,0,0,10,0,0
MEG_5380/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,94,0,0,88,0,68,74,0,206,0
MEG_7086/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETH,34,43,62,56,381,97,81,25,34,93
MEG_6522/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SME,20,0,0,0,0,0,0,0,75,0
MEG_8448/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,24,0,0,0,0,0
MEG_3013/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSB,0,0,0,0,0,0,0,6,0,0
MEG_8288/Drugs/betalactams/Mutant_porin_proteins/OMPA,544,30,0,33,416,32,37,93,131,86
MEG_7024/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,4,0,0,0,20,265,21,0,0,49
MEG_6678/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_4843/Drugs/betalactams/Class_D_betalactamases/OXA,22,12,0,32,24,0,14,24,0,0
MEG_3839/Metals/Mercury_resistance/Mercury_resistance_protein/MERA,0,0,0,0,0,0,0,0,0,2
MEG_1490/Drugs/Cationic_antimicrobial_peptides/Cationic_peptide-resistant_16S_ribosomal_subunit_protein/CAP16S/RequiresSNPConfirmation,3960,3112,2651,2461,3569,2436,2898,3614,5156,3361
MEG_4340/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,0,0,0,14
MEG_6551/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_resistance_regulator/SOXS,16,0,0,0,0,6,0,0,18,0
MEG_2829/Drugs/MLS/23S_rRNA_methyltransferases/ERMF,0,22,0,0,0,0,0,0,0,0
MEG_7305/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,449,352,158,194,426,214,185,393,834,266
MEG_6660/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_3129/Drugs/betalactams/Class_A_betalactamases/GES,0,4,0,0,0,0,11,0,0,32
MEG_1211/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/BCR,14,0,0,0,0,4,12,0,8,5
MEG_7216/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,51,20,17,30,201,118,141,29,54,118
MEG_2519/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,0,0,8,0,0
MEG_3194/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,46,42,0,33,0,0,0,32,47,28
MEG_6502/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/SILC,0,0,0,0,0,0,0,5,0,10
MEG_7608/Drugs/Glycopeptides/VanF-type_accessory_protein/VANYF,0,0,0,0,0,0,0,20,0,0
MEG_7251/Drugs/betalactams/Class_A_betalactamases/TLA,0,0,0,0,0,0,0,0,0,20
MEG_1025/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,0,0,0,0,0,0,2,0,0,0
MEG_5389/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,66,0,0,0,0,212,190
MEG_6523/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SME,0,0,0,0,0,0,0,0,0,42
MEG_4100/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_pumps/MUXA,0,0,0,0,0,0,0,0,0,13
MEG_2876/Biocides/Phenolic_compound_resistance/Phenolic_resistance_protein/FABK,0,0,0,0,0,0,0,0,0,18
MEG_5346/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,704,327,347,348,447,316,396,325,554,432
MEG_7319/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,265,174,143,190,253,164,182,340,613,224
MEG_6507/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/SILP,0,0,0,0,0,0,0,0,42,0
MEG_1485/Metals/Multi-metal_resistance/Multi-metal_resistance_regulator/CADC,70,54,36,34,70,42,50,56,54,92
MEG_7606/Drugs/Glycopeptides/VanF-type_accessory_protein/VANYF,0,0,0,0,0,0,0,0,36,0
MEG_6053/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/RECGM,0,70,0,0,0,0,65,75,101,61
MEG_6044/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_regulator/RAMA,0,0,0,0,0,4,18,7,6,10
MEG_386/Drugs/betalactams/Class_C_betalactamases/ACC,0,0,0,10,0,0,0,0,8,0
MEG_4005/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/MODB,2,0,0,0,0,0,6,0,0,1
MEG_2606/Drugs/betalactams/Class_C_betalactamases/DHA,0,0,0,0,0,0,0,0,0,14
MEG_3755/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDTH,36,0,0,0,16,3,6,0,15,25
MEG_4332/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXA,0,0,0,0,0,0,0,0,0,12
MEG_1091/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH6,20,5,3,20,27,29,5,8,12,70
MEG_762/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,2,0,0,14,0,0,0,0,0,0
MEG_7250/Drugs/Mycobacterium_tuberculosis-specific_Drug/Para-aminosalicylic_acid_resistant_mutant/THYA/RequiresSNPConfirmation,152,117,68,77,196,103,89,113,328,73
MEG_2887/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/FARR,0,0,0,0,20,8,8,4,0,0
MEG_2897/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/FECE,28,0,0,0,0,0,0,0,0,0
MEG_3085/Drugs/betalactams/Class_A_betalactamases/GES,0,0,0,0,36,0,0,0,0,20
MEG_732/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/AMRB,0,0,0,0,0,0,0,0,0,57
MEG_1118/Drugs/Multi-drug_resistance/MDR_regulator/ARLS,32,0,0,0,0,0,0,0,78,32
MEG_7120/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,24,11,19,9,65,31,30,19,33,21
MEG_7141/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,24,12,23,20,82,54,35,26,49,51
MEG_7303/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,922,407,507,508,825,450,507,1452,1887,485
MEG_3180/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,168,105,83,85,223,93,72,99,249,99
MEG_7223/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,20,16,10,4,48,24,27,11,27,42
MEG_7320/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,64,53,26,48,45,50,38,79,111,48
MEG_1086/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH6,24,7,18,27,18,29,6,6,18,70
MEG_2556/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,20,0,8,0,0,0
MEG_7480/Drugs/Glycopeptides/VanE-type_regulator/VANRE,0,68,0,76,0,54,0,38,62,52
MEG_7214/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,24,12,12,8,85,50,44,32,66,58
MEG_5849/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACJ,0,0,0,0,8,0,8,0,0,16
MEG_4324/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXA,0,0,0,0,0,0,0,4,8,0
MEG_2451/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/CUSF,6,0,0,0,0,2,4,0,0,0
MEG_2085/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CORA,10,0,0,0,2,12,6,2,8,8
MEG_4171/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKD,15,0,0,0,10,10,10,0,0,14
MEG_1615/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,2,0,0,0,0,0,0,0,0
MEG_5360/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,86,227,0,116,107,329,153
MEG_396/Metals/Iron_resistance/Iron_resistance_protein/ACN,1378,1068,602,617,1409,712,771,999,2514,767
MEG_7862/Metals/Zinc_resistance/Zinc_resistance_regulator/ZRAR,51,0,0,0,22,25,4,0,16,0
MEG_4329/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXA,0,0,0,0,0,0,0,2,0,5
MEG_3836/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MATE_efflux_regulator/MEPR,0,12,10,12,0,0,10,16,0,0
MEG_1057/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,15,7,2,10,13,9,13,2,14,37
MEG_2799/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,4,5,4,7,28,9,24,11,8,15
MEG_2909/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/FIEF,38,0,0,0,21,8,17,0,17,4
MEG_7465/Drugs/Glycopeptides/VanB-type_regulator/VANRB,0,0,0,0,0,0,0,36,0,0
MEG_3901/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXB,0,0,0,0,0,0,12,0,41,36
MEG_2721/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRA,31,0,0,0,34,16,21,0,40,25
MEG_4164/Metals/Sodium_resistance/Sodium_resistance_protein/NHAB,27,0,0,0,0,26,16,0,6,30
MEG_6973/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET33,0,0,0,0,0,0,0,0,0,4
MEG_5328/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,184,173,120,114,198,145,174,193,226,162
MEG_413/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ACRR/RequiresSNPConfirmation,12,0,0,0,0,0,4,0,14,0
MEG_2737/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRY,41,0,0,0,0,0,17,0,0,0
MEG_1177/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSRM,0,0,0,0,0,0,0,6,0,0
MEG_1193/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/BAES,58,0,0,0,24,23,6,17,0,38
MEG_6086/Drugs/Rifampin/Rifampin_phosphotransferase/RPH,0,0,0,0,0,0,0,64,0,0
MEG_3750/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTC,44,18,0,0,0,0,33,41,98,71
MEG_5343/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,207,0,0,0,470,986,0
MEG_6941/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,2,0,0,0,0
MEG_7111/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,43,20,37,24,238,86,82,40,78,81
MEG_3215/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,44
MEG_1287/Drugs/betalactams/Penicillin_binding_protein_regulator/BLAI,0,0,0,6,0,0,0,0,0,0
MEG_2118/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,9,0,0,0,8,0,0,0,1,3
MEG_3083/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/GADX,48,0,0,0,0,16,0,0,0,32
MEG_6094/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,86,110,49,100,57,58,85,0,158,134
MEG_1004/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT9,0,0,0,0,0,0,0,0,0,106
MEG_7127/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,16,14,27,17,86,41,37,19,53,66
MEG_2706/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_pumps/EFRA,0,56,0,54,166,0,0,437,540,0
MEG_6586/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,2,2,0,2,2,0,2,0,0,5
MEG_8432/Drugs/betalactams/Class_D_betalactamases/OXA,22,0,0,0,0,30,0,0,0,0
MEG_4168/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKB,24,0,0,0,7,12,20,0,5,9
MEG_7310/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,3300,2454,2152,1992,3068,2015,2769,2270,3437,2732
MEG_7304/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,32,13,0,0,26,0,0,21,0,59
MEG_915/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,6,4,0,0,0,0
MEG_1800/Drugs/betalactams/Class_C_betalactamases/CMY,0,4,0,0,0,0,18,0,0,0
MEG_2144/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,0,0,0,5,0
MEG_1013/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH2-DPRIME,0,0,0,0,22,0,0,0,0,0
MEG_6146/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/RRSC/RequiresSNPConfirmation,4068,3005,2706,2585,3425,2517,3030,3442,5038,3393
MEG_1164/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSCM,14,0,0,0,12,0,12,13,5,17
MEG_3143/Drugs/Fosfomycin/Fosfomycin_target_mutation/GLPT/RequiresSNPConfirmation,0,26,0,0,30,0,22,152,48,34
MEG_398/Metals/Arsenic_resistance/Arsenic_resistance_membrane_transporter/ACR3,0,42,60,72,56,70,68,188,0,56
MEG_994/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT6,0,0,0,0,0,0,0,16,0,0
MEG_2942/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,12
MEG_2090/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CORC,50,0,4,34,29,24,24,11,38,33
MEG_6669/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,14,0
MEG_6961/Metals/Tellurium_resistance/Tellurium_resistance_protein/TERZ,0,0,0,0,0,0,0,0,14,0
MEG_4358/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,0,0,0,4
MEG_761/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,6,0,0,0,0,0,0
MEG_8070/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRB/RequiresSNPConfirmation,0,0,0,0,0,0,0,18,14,0
MEG_3759/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MATE_efflux_pumps/MDTK,80,0,0,0,60,34,20,20,24,48
MEG_2578/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRF,0,0,0,0,0,6,0,0,0,0
MEG_3287/Biocides/Peroxide_resistance/Peroxide_resistance_stress_protein/IBPA,13,0,0,0,0,7,2,8,21,12
MEG_7028/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,0,12,65,8,0,0,9
MEG_4750/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,0,10
MEG_6766/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_2691/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBC,8,0,6,0,8,8,8,4,4,10
MEG_4275/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/OLEB,114,0,0,0,0,0,0,0,158,78
MEG_6549/Biocides/Multi-biocide_resistance/Multi-biocide_resistance_regulator/SOXRB,16,0,0,0,4,4,5,1,17,6
MEG_4162/Metals/Sodium_resistance/Sodium_resistance_protein/NHAA,43,0,0,0,36,16,18,0,0,14
MEG_5817/Metals/Arsenic_resistance/Arsenic_resistance_protein/PSTS,31,0,0,0,4,4,13,7,26,32
MEG_194/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,6,0,0,0,8,14,22,10
MEG_6550/Biocides/Multi-biocide_resistance/Multi-biocide_resistance_regulator/SOXRB,10,0,0,0,2,0,4,0,0,6
MEG_6867/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,21,12,0,0,15
MEG_6589/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,2,0,0,0,0,0,2,0,0,5
MEG_8671/Drugs/MLS/Macrolide-resistant_50S_rRNA_mutation/RPLD/RequiresSNPConfirmation,319,232,224,209,334,205,192,308,488,310
MEG_6862/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_3071/Drugs/Fusidic_acid/Fusidic_acid-resistant_mutation/FUSE/RequiresSNPConfirmation,24,22,14,12,41,7,22,118,167,13
MEG_3196/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,62,0,167,116,0,0,204,209,74
MEG_3649/Drugs/betalactams/Class_A_betalactamases/LUS,0,0,34,0,0,0,0,0,0,24
MEG_7032/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,2,0,0,14,136,15,0,0,17
MEG_803/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,2,0,0,0,0
MEG_7974/Drugs/betalactams/Class_C_betalactamase_regulator/AMPCR/RequiresSNPConfirmation,4,0,0,0,0,0,0,0,0,0
MEG_1630/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,0,4,0,0,0,0,0,0
MEG_1087/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH6,13,7,6,17,13,17,7,2,35,38
MEG_3016/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSC,0,0,0,0,0,0,0,70,0,0
MEG_3639/Drugs/betalactams/Class_B_betalactamases/LRA,0,0,0,0,0,0,0,0,0,72
MEG_2043/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/COPBM,0,0,0,0,110,0,0,212,225,0
MEG_4066/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRA,98,74,0,0,0,0,0,0,0,0
MEG_6915/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,4,0,0,0,0
MEG_2581/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRK,0,0,0,0,0,0,0,8,0,0
MEG_4006/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/MODB,13,0,0,0,0,7,5,0,0,6
MEG_6093/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,1872,1557,932,870,2193,1157,1203,1796,3907,1268
MEG_7827/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/YFED,0,0,0,0,0,0,0,0,0,56
MEG_6/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,8235,6593,5665,5244,7546,4950,7285,5403,7972,7564
MEG_5358/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,0,0,44,0,0
MEG_8443/Drugs/Pleuromutilin/Pleuromutilin-resistant_23S_rRNA_mutation/P23S/RequiresSNPConfirmation,234,163,215,136,276,224,145,302,406,323
MEG_5368/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,133,0,0,117,0,168,90,224,145
MEG_4287/Drugs/Multi-drug_resistance/MDR_mutant_porin_proteins/OMPF/RequiresSNPConfirmation,63,19,0,0,0,0,0,12,57,47
MEG_6013/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRD,0,0,0,0,0,0,0,10,0,0
MEG_2722/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRA,43,0,0,0,28,12,24,0,38,35
MEG_952/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,8,0,0,0,0,0,9
MEG_6628/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,56,20,16,9,129,37,25,0,22,41
MEG_1181/Biocides/Acid_resistance/Acid_resistance_protein/ASR,19,0,0,8,16,24,16,11,18,34
MEG_4209/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/NORA,0,0,0,0,0,0,0,0,0,28
MEG_7084/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETH,13,26,53,45,305,134,98,21,38,108
MEG_8722/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/TVAB,48,0,0,52,68,80,0,86,0,70
MEG_8742/Drugs/betalactams/Class_B_betalactamases/YEM,0,0,0,0,14,0,0,0,0,0
MEG_3289/Biocides/Peroxide_resistance/Peroxide_resistance_stress_protein/IBPB,2,0,0,0,10,4,11,0,15,8
MEG_7856/Metals/Zinc_resistance/Zinc_resistance_protein/ZNUA,42,8,0,15,12,10,13,10,28,22
MEG_6580/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,0,0,0,0,4
MEG_2733/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRK,9,0,0,0,0,8,0,0,0,6
MEG_6565/Drugs/betalactams/Class_C_betalactamases/SRT,0,0,0,0,0,0,8,0,0,0
MEG_3280/Drugs/betalactams/Class_A_betalactamases/HUGA,0,0,0,0,0,0,0,0,0,24
MEG_1491/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/CARA,188,0,0,108,0,0,130,0,274,0
MEG_6083/Drugs/Multi-drug_resistance/Multi-drug_MFS_efflux_pumps/ROSA,38,0,0,0,0,0,0,0,9,8
MEG_6587/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,2,0,0,0,0,0,5,0,0,6
MEG_478/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,0,4,0,0
MEG_2316/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,0,0,0,4,0
MEG_7525/Drugs/Glycopeptides/VanC-type_resistance_protein/VANTC,0,0,0,0,0,0,0,134,248,0
MEG_7138/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,12,12,12,8,57,28,30,9,38,23
MEG_6136/Drugs/Multi-drug_resistance/MDR_mutation/MRPOB/RequiresSNPConfirmation,108,99,96,86,136,61,91,141,249,109
MEG_3903/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXB,0,0,0,0,0,0,0,0,0,20
MEG_4357/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,0,0,0,4
MEG_7172/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,2,4,0,12,8,21,8,10,6
MEG_1098/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH7-DPRIME,0,0,0,0,0,0,0,0,0,44
MEG_8/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,1385,1494,1448,1100,2249,2425,862,3611,3115,2896
MEG_7850/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ZIPB,0,0,0,0,0,0,0,0,0,22
MEG_3065/Drugs/Fusidic_acid/Fusidic_acid-resistant_mutation/FUSA/RequiresSNPConfirmation,843,587,498,443,744,515,549,1076,1573,557
MEG_2674/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,2,0,0,0,2,0,0,0,0,0
MEG_3416/Drugs/betalactams/Class_B_betalactamases/IND,0,0,0,0,0,0,0,20,0,0
MEG_8675/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOCR/RequiresSNPConfirmation,1562,1230,678,689,1664,905,1020,1418,3247,1235
MEG_5793/Drugs/betalactams/Class_A_betalactamases/PME,0,0,0,0,0,0,0,0,0,30
MEG_5856/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/QACR,8,0,0,8,0,12,0,10,0,0
MEG_2596/Drugs/betalactams/Class_C_betalactamases/DHA,24,6,0,0,0,0,30,0,0,11
MEG_3917/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXK,0,43,0,0,0,0,0,0,0,62
MEG_6114/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,220,253,151,150,315,194,325,206,435,292
MEG_7554/Drugs/Glycopeptides/VanA-type_resistance_protein/VANXA,0,0,0,0,0,0,0,0,20,0
MEG_2120/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,13,3,4,0,0,1,7,0,17,12
MEG_4792/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,24,0,0
MEG_1459/Drugs/Glycopeptides/Bleomycin_resistance_protein/BLE,0,0,0,0,0,0,16,0,24,0
MEG_5353/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,16,0,0,0,0,0,12,66,39
MEG_7174/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,4,4,0,4,18,10,4,4,6,18
